Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry	k7_EUR	k7_AHG	k7_WAS	k7_NAT	k7_EAS	k7_SAS	k7_AFR	k8_EUR	k8_AFR	k8_NAT	k8_EAS	k8_SAS	k8_AHG	k8_OCE	k8_WAS	k6_AHG	k6_EAS	k6_NAT	k6_AFR	k6_EUR	k6_SAS	Panel
HG01323	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.550563	0.002475	0.198509	0.152476	1e-05	1e-05	0.095957	0.549912	0.095897	0.152611	1e-05	1e-05	0.002434	1e-05	0.19911600000000002	0.003085	1e-05	0.157628	0.098816	0.74045	1e-05	
HG01325	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.5749270000000001	1e-05	0.21820599999999998	0.084539	1e-05	1e-05	0.122298	0.574153	0.122169	0.08461	1e-05	1e-05	1e-05	1e-05	0.21902800000000003	1e-05	1e-05	0.087881	0.126422	0.785667	1e-05	
HG01326	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.530004	1e-05	0.208128	0.167021	1e-05	1e-05	0.094817	0.529198	0.094706	0.167102	1e-05	1e-05	1e-05	1e-05	0.20895300000000003	1e-05	1e-05	0.170752	0.098725	0.730494	1e-05	
HG01334	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG01341	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.29989299999999997	1e-05	0.115068	0.5849989999999999	1e-05	1e-05	1e-05	0.299317	1e-05	0.58504	1e-05	1e-05	1e-05	1e-05	0.115593	1e-05	1e-05	0.588512	1e-05	0.411448	1e-05	
HG01342	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.328445	0.009081	0.099923	0.21884800000000001	1e-05	1e-05	0.343683	0.328303	0.343674	0.21898499999999999	1e-05	1e-05	0.009012000000000001	1e-05	0.099996	0.009364	1e-05	0.22211199999999998	0.345192	0.42331199999999997	1e-05	
HG01344	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.43454	1e-05	0.128579	0.405616	1e-05	1e-05	0.031235000000000002	0.43389799999999995	0.031162	0.405674	1e-05	1e-05	1e-05	1e-05	0.129226	1e-05	1e-05	0.41008	0.032826	0.557064	1e-05	
HG01345	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.5516989999999999	1e-05	0.183635	0.21346500000000002	1e-05	1e-05	0.051171	0.551183	0.051088	0.21359499999999998	1e-05	1e-05	1e-05	1e-05	0.184094	7e-05	1e-05	0.217835	0.053859000000000004	0.728216	1e-05	
HG01348	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.45217799999999997	1e-05	0.11938499999999999	0.392106	1e-05	1e-05	0.036301	0.45151099999999994	0.036226	0.392164	1e-05	1e-05	1e-05	1e-05	0.120058	1e-05	1e-05	0.396661	0.037331	0.565978	1e-05	
HG01350	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.423509	1e-05	0.12173800000000001	0.387295	1e-05	1e-05	0.067428	0.423063	0.067356	0.387364	1e-05	1e-05	1e-05	1e-05	0.122177	1e-05	1e-05	0.39166799999999996	0.068945	0.539357	1e-05	
HG01351	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.533193	1e-05	0.183643	0.27534699999999995	1e-05	1e-05	0.0077859999999999995	0.531752	0.007624	0.275471	1e-05	1e-05	1e-05	1e-05	0.185114	1e-05	1e-05	0.27975900000000004	0.010329000000000001	0.7098810000000001	1e-05	
HG01353	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.6175579999999999	1e-05	0.169854	0.19067	1e-05	1e-05	0.021888	0.616384	0.021805	0.190832	1e-05	1e-05	1e-05	1e-05	0.170938	1e-05	1e-05	0.195753	0.023518999999999998	0.780698	1e-05	
HG01354	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.609781	1e-05	0.22297600000000004	0.157871	1e-05	1e-05	0.009342	0.608848	0.009225	0.15791	1e-05	1e-05	1e-05	1e-05	0.223977	1e-05	1e-05	0.162381	0.013194999999999998	0.8243940000000001	1e-05	
HG01356	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.46614399999999995	1e-05	0.186454	0.295569	1e-05	1e-05	0.051802999999999995	0.465679	0.051721	0.295665	1e-05	1e-05	1e-05	1e-05	0.186896	1e-05	1e-05	0.299039	0.054902	0.646029	1e-05	
HG01357	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.558998	1e-05	0.141707	0.288512	1e-05	1e-05	0.010752	0.5587270000000001	0.010711	0.288549	1e-05	1e-05	1e-05	1e-05	0.141973	1e-05	1.1e-05	0.293904	0.012	0.6940649999999999	1e-05	
HG01359	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.543118	1e-05	0.172828	0.247139	1e-05	1e-05	0.036884	0.542246	0.036802	0.247223	1e-05	1e-05	1e-05	1e-05	0.173689	1e-05	1e-05	0.251578	0.039175	0.709217	1e-05	
HG01360	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.51441	1e-05	0.191441	0.22894699999999998	1e-05	1e-05	0.06517200000000001	0.513493	0.065053	0.22903400000000002	1e-05	1e-05	1e-05	1e-05	0.192379	1e-05	1e-05	0.23274299999999998	0.06826499999999999	0.698962	1e-05	
HG01362	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.481378	1e-05	0.178302	0.225514	1e-05	1e-05	0.114776	0.48092399999999996	0.11468800000000001	0.22565	1e-05	1e-05	1e-05	1e-05	0.178699	1e-05	1e-05	0.22975900000000002	0.118197	0.652014	1e-05	
HG01363	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.44542200000000004	1e-05	0.07751799999999999	0.302715	1e-05	1e-05	0.174315	0.444917	0.174226	0.302716	1e-05	1e-05	1e-05	1e-05	0.0781	1e-05	1e-05	0.307861	0.173689	0.51842	1e-05	
HG01365	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.494695	0.0033380000000000003	0.106636	0.26348299999999997	1e-05	1e-05	0.131828	0.49462799999999996	0.1318	0.26351199999999997	1e-05	1e-05	0.0033079999999999997	1e-05	0.106722	0.003211	1e-05	0.268894	0.13241	0.5954649999999999	1e-05	
HG01366	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.528352	1e-05	0.11408099999999999	0.249256	1e-05	1e-05	0.10828	0.527642	0.108172	0.249309	1e-05	1e-05	1e-05	1e-05	0.114837	1e-05	1e-05	0.254656	0.10861400000000002	0.6367	1e-05	
HG01369	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.27007	1e-05	0.10744400000000001	0.495775	1e-05	1e-05	0.126681	0.26943	0.126605	0.49583599999999994	1e-05	1e-05	1e-05	1e-05	0.108089	1e-05	1e-05	0.498353	0.129074	0.372544	1e-05	
HG01372	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.49374399999999996	1e-05	0.15616300000000002	0.31957399999999997	1e-05	1e-05	0.030489	0.493104	0.030424	0.31966	1e-05	1e-05	1e-05	1e-05	0.156772	1e-05	1e-05	0.32398899999999997	0.032831	0.643149	1e-05	
HG01374	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.557504	1e-05	0.182223	0.250052	1e-05	1e-05	0.010191	0.5565720000000001	0.010104	0.250131	1e-05	1e-05	1e-05	1e-05	0.183153	1e-05	1e-05	0.254438	0.013058000000000002	0.732474	1e-05	
HG01375	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.44305600000000006	0.0019690000000000003	0.12091600000000001	0.294898	1e-05	1e-05	0.13914100000000001	0.4421	0.139124	0.294987	1e-05	1e-05	0.001866	1e-05	0.121893	0.002102	1e-05	0.299072	0.140354	0.5584520000000001	1e-05	
HG01377	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.48614300000000005	1e-05	0.119025	0.299012	1e-05	1e-05	0.09579	0.485572	0.095704	0.299082	1e-05	1e-05	1e-05	1e-05	0.119603	1e-05	1e-05	0.303875	0.096585	0.59951	1e-05	
HG01378	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.445596	1e-05	0.147347	0.371827	1e-05	1e-05	0.035199	0.44515200000000005	0.035134	0.371924	1e-05	1e-05	1e-05	1e-05	0.147751	1e-05	1e-05	0.376237	0.037472000000000005	0.5862609999999999	1e-05	
HG01383	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.56942	1e-05	0.159891	0.242905	1e-05	1e-05	0.027752999999999996	0.56853	0.027662	0.242998	1e-05	1e-05	1e-05	1e-05	0.160771	1e-05	1e-05	0.24788200000000002	0.029646	0.7224430000000001	1e-05	
HG01384	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.5248970000000001	1e-05	0.194053	0.227192	1e-05	1e-05	0.053828999999999995	0.523972	0.053732	0.22728600000000002	1e-05	1e-05	1e-05	1e-05	0.194969	1e-05	1e-05	0.23115100000000002	0.057057000000000004	0.711761	1e-05	
HG01389	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.633253	1e-05	0.18297	0.13447	1e-05	1e-05	0.049277999999999995	0.63245	0.049166	0.134527	1e-05	1e-05	1e-05	1e-05	0.183817	1e-05	1e-05	0.13952799999999999	0.0515	0.808942	1e-05	
HG01390	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.35536100000000004	0.009781999999999999	0.095649	0.268881	1e-05	1e-05	0.270307	0.354812	0.270287	0.268972	1e-05	1e-05	0.009679	4.4e-05	0.09618600000000001	0.009802	1e-05	0.272965	0.271574	0.445639	1e-05	
HG01392	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.5044930000000001	0.002873	0.158485	0.178216	1e-05	1e-05	0.15591300000000002	0.503992	0.155725	0.178283	1e-05	1e-05	0.002942	1e-05	0.159028	0.002975	1e-05	0.182909	0.158276	0.65582	1e-05	
HG01393	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.48684399999999994	0.002127	0.163822	0.142826	1e-05	1e-05	0.20435999999999999	0.485804	0.20433900000000002	0.142942	1e-05	1e-05	0.001993	1e-05	0.164892	0.002091	1e-05	0.14713099999999998	0.207492	0.643266	1e-05	
HG01395	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.617738	1e-05	0.187299	0.120886	1e-05	1e-05	0.074046	0.616839	0.073972	0.12095999999999998	1e-05	1e-05	1e-05	1e-05	0.18818900000000002	1e-05	1e-05	0.125526	0.076435	0.79801	1e-05	
HG01396	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.467793	1e-05	0.158187	0.20656599999999997	1e-05	1e-05	0.167424	0.466346	0.16700299999999998	0.205841	1e-05	1e-05	1e-05	0.00231	0.15847	1.1e-05	1e-05	0.210704	0.170271	0.6189939999999999	1e-05	
HG01398	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.5114350000000001	1e-05	0.173822	0.15477	1e-05	1e-05	0.159943	0.511293	0.159864	0.154844	1e-05	1e-05	1e-05	1e-05	0.173959	1e-05	1e-05	0.15900799999999998	0.162899	0.678063	1e-05	
HG01402	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.461211	0.0019690000000000003	0.19992100000000002	0.182947	1e-05	1e-05	0.15393099999999998	0.46083900000000005	0.153758	0.183003	1e-05	1e-05	0.002039	1e-05	0.20033099999999998	0.0022649999999999997	1e-05	0.18619000000000002	0.15842	0.653105	1e-05	
HG01403	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.46477399999999996	1e-05	0.199685	0.171443	1e-05	1e-05	0.16406800000000002	0.4643	0.163962	0.171532	1e-05	1e-05	1e-05	1e-05	0.200166	1e-05	1e-05	0.17462	0.168544	0.6568069999999999	1e-05	
HG01405	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.549244	1e-05	0.24660100000000001	0.11554400000000001	1e-05	1e-05	0.088581	0.548633	0.088483	0.11567100000000001	1e-05	1e-05	1e-05	1e-05	0.247173	1e-05	1e-05	0.11889300000000001	0.093659	0.7874180000000001	1e-05	
HG01412	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.470966	1e-05	0.225313	0.22473800000000002	1e-05	1e-05	0.078953	0.47011099999999995	0.07882	0.22481900000000002	1e-05	1e-05	1e-05	1e-05	0.22621	1e-05	1e-05	0.228123	0.084338	0.687509	1e-05	
HG01413	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.47043999999999997	1e-05	0.207224	0.195236	1e-05	1e-05	0.12707000000000002	0.46972600000000003	0.126967	0.19538	1e-05	1e-05	1e-05	1e-05	0.20788600000000002	1e-05	1e-05	0.19859100000000002	0.131893	0.6694859999999999	1e-05	
HG01414	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0	0.506758	1e-05	0.196577	0.16733800000000001	1e-05	1e-05	0.129297	0.506259	0.129201	0.167448	1e-05	1e-05	1e-05	1e-05	0.197052	1e-05	1e-05	0.17088299999999998	0.133246	0.6958409999999999	1e-05	
HG01431	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.449445	1e-05	0.163082	0.28065300000000004	1e-05	1e-05	0.10679100000000001	0.44888999999999996	0.106709	0.28075900000000004	1e-05	1e-05	1e-05	1e-05	0.163602	1e-05	1e-05	0.28444400000000003	0.10978199999999999	0.605744	1e-05	
HG01432	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.5652729999999999	1e-05	0.171472	0.233147	1e-05	1e-05	0.030077999999999997	0.564533	0.029994	0.233208	1e-05	1e-05	1e-05	1e-05	0.172225	1e-05	1e-05	0.238008	0.032189999999999996	0.729772	1e-05	
HG01435	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.34018699999999996	1e-05	0.12089100000000001	0.50121	1e-05	1e-05	0.037681	0.339517	0.037605	0.501289	1e-05	1e-05	1e-05	1e-05	0.121549	1e-05	1e-05	0.504504	0.039652	0.45581400000000005	1e-05	
HG01437	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.680457	1e-05	0.206742	0.105972	1e-05	1e-05	0.006798	0.680109	0.006677	0.10604300000000001	1e-05	1e-05	1.3000000000000001e-05	1e-05	0.207128	1e-05	1e-05	0.111478	0.009776	0.8787159999999999	1e-05	
HG01438	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.712065	1e-05	0.244982	0.038807	1e-05	1e-05	0.004116	0.711356	0.0039829999999999996	0.038843	1e-05	1e-05	1e-05	1e-05	0.245779	1e-05	1e-05	0.042026999999999995	0.009198999999999999	0.948744	1e-05	
HG01440	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.48716000000000004	0.010485	0.12375499999999999	0.219352	1e-05	1e-05	0.159228	0.486634	0.159027	0.21939899999999998	1e-05	1e-05	0.010573	1e-05	0.12433699999999999	0.010477	1e-05	0.224063	0.160363	0.6050770000000001	1e-05	
HG01441	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.42732	1e-05	0.158099	0.40181300000000003	1e-05	1e-05	0.012738	0.42690500000000003	0.012686	0.401901	1e-05	1e-05	1e-05	1e-05	0.158468	1e-05	1e-05	0.405798	0.015280000000000002	0.5788909999999999	1e-05	
HG01443	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.312317	1e-05	0.09224500000000001	0.554242	1e-05	1e-05	0.041166	0.311815	0.041102	0.554276	1e-05	1e-05	1e-05	1e-05	0.092767	1e-05	1e-05	0.5578029999999999	0.042479	0.39968899999999996	1e-05	
HG01444	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.486462	1e-05	0.13884200000000002	0.285018	1e-05	1e-05	0.089648	0.48591899999999993	0.089564	0.285072	1e-05	1e-05	1e-05	1e-05	0.139405	1e-05	1e-05	0.289406	0.09144400000000001	0.61912	1e-05	
HG01447	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.517033	1e-05	0.161619	0.25366	1e-05	1e-05	0.06765800000000001	0.516073	0.067286	0.252865	1e-05	1e-05	1e-05	0.002757	0.16098900000000002	1e-05	1e-05	0.258561	0.069991	0.671417	1e-05	
HG01455	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.445198	1e-05	0.118598	0.402746	1e-05	1e-05	0.033428	0.44446499999999994	0.033354	0.402803	1e-05	1e-05	1e-05	1e-05	0.11933800000000001	1e-05	1e-05	0.407376	0.034579	0.558016	1e-05	
HG01456	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.436159	1e-05	0.128552	0.387398	1e-05	1e-05	0.047861	0.435275	0.047773	0.387488	1e-05	1e-05	1e-05	1e-05	0.129424	1e-05	1e-05	0.391889	0.049553	0.558528	1e-05	
HG01459	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.418009	1e-05	0.153946	0.39561199999999996	1e-05	1e-05	0.032404	0.4172	0.032336000000000004	0.39569699999999997	1e-05	1e-05	1e-05	1e-05	0.154726	1e-05	1e-05	0.399198	0.034506	0.5662659999999999	1e-05	
HG01461	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.317251	1e-05	0.138997	0.367827	1e-05	1e-05	0.175895	0.316677	0.175787	0.36790900000000004	1e-05	1e-05	1e-05	1e-05	0.139587	1e-05	1e-05	0.370433	0.179247	0.45028999999999997	1e-05	
HG01462	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.327658	0.0043219999999999995	0.074667	0.313898	1e-05	1e-05	0.279435	0.32747	0.27925500000000003	0.31395500000000004	1e-05	1e-05	0.004412	1e-05	0.074878	0.004078	1e-05	0.31750900000000004	0.28006	0.398334	1e-05	
HG01464	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.344498	1e-05	0.15498199999999998	0.310702	1e-05	1e-05	0.189788	0.343852	0.189675	0.310802	1e-05	1e-05	1e-05	1e-05	0.15563	1e-05	1e-05	0.313311	0.193557	0.493101	1e-05	
HG01465	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.575196	1e-05	0.22315500000000002	0.19205899999999998	1e-05	1e-05	0.009559999999999999	0.574584	0.009491	0.192173	1e-05	1e-05	1e-05	1e-05	0.223712	1e-05	1e-05	0.195787	0.013356	0.790826	1e-05	
HG01468	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.555303	1e-05	0.254362	0.177807	1e-05	1e-05	0.012497	0.554729	0.012423	0.17788099999999998	1e-05	1e-05	1e-05	1e-05	0.25492600000000004	1e-05	1e-05	0.181016	0.017083	0.801871	1e-05	
HG01474	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.646405	1e-05	0.193236	0.149293	1e-05	1e-05	0.011037	0.645957	0.010976	0.149355	1e-05	1e-05	1e-05	1e-05	0.193672	1e-05	1e-05	0.154096	0.013172	0.832702	1e-05	
HG01479	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.658183	1e-05	0.21661999999999998	0.106271	1e-05	1e-05	0.018896	0.657699	0.018807	0.106325	1e-05	1e-05	1e-05	1e-05	0.217129	1e-05	1e-05	0.111179	0.022149000000000002	0.866642	1e-05	
HG01485	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.2658	0.013986000000000002	0.11096099999999999	0.26910300000000004	1e-05	1e-05	0.34013000000000004	0.265388	0.340075	0.26919499999999996	1e-05	1e-05	0.013914	1e-05	0.111398	0.014133000000000001	1e-05	0.271475	0.342959	0.371413	1e-05	
HG01486	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.44476400000000005	1e-05	0.17298	0.356116	1e-05	1e-05	0.02611	0.44425	0.026052	0.356217	1e-05	1e-05	1e-05	1e-05	0.173442	1e-05	1e-05	0.359723	0.029066	0.6111810000000001	1e-05	
HG01488	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.567203	0.003517	0.13917100000000002	0.135183	1e-05	1e-05	0.154906	0.566807	0.154934	0.135245	1e-05	1e-05	0.003401	1e-05	0.13958399999999999	0.003933	1e-05	0.13988599999999998	0.15570599999999998	0.700455	1e-05	
HG01489	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.655933	1.1e-05	0.212707	0.121064	1e-05	1e-05	0.010265	0.655471	0.010184	0.121148	1e-05	1e-05	1e-05	1e-05	0.213157	1e-05	1e-05	0.125606	0.012875	0.861489	1e-05	
HG01491	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.590902	1e-05	0.252947	0.151326	1e-05	1e-05	0.004795000000000001	0.589659	0.004654	0.15140699999999999	1e-05	1e-05	1e-05	1e-05	0.254241	1e-05	1e-05	0.154677	0.009308	0.8359850000000001	1e-05	
HG01492	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.5763229999999999	1e-05	0.20793000000000003	0.197529	1e-05	1e-05	0.018188	0.575732	0.018119999999999997	0.197626	1e-05	1e-05	1.8e-05	1e-05	0.208475	1e-05	1e-05	0.201672	0.021216	0.777081	1e-05	
HG01494	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.39076500000000003	1e-05	0.10519200000000001	0.40783	1e-05	1e-05	0.096183	0.390259	0.0961	0.407877	1e-05	1e-05	1e-05	1e-05	0.105725	1e-05	1e-05	0.41213599999999995	0.097203	0.49063100000000004	1e-05	
HG01495	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.39409	1e-05	0.108633	0.378494	1e-05	1e-05	0.118753	0.393485	0.11866600000000001	0.37856	1e-05	1e-05	1e-05	1e-05	0.109249	1.1e-05	1e-05	0.382448	0.119974	0.497547	1e-05	
HG01497	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.470999	1e-05	0.125143	0.365973	1e-05	1e-05	0.037856	0.46998999999999996	0.037764	0.36601999999999996	1e-05	1e-05	1e-05	1e-05	0.126186	1e-05	1e-05	0.370783	0.038977	0.59021	1e-05	
HG01498	CLM	Colombian	AMR	American	1kG	6.2308330000000005	-75.590556	Medellin, Colombia				0	0.448263	1e-05	0.16103	0.345061	1e-05	1e-05	0.045616000000000004	0.44780699999999996	0.045538999999999996	0.34514	1e-05	1e-05	1e-05	1e-05	0.161474	1e-05	1e-05	0.348911	0.048226	0.6028319999999999	1e-05	
HG01500	IBS	Spanish	EUR	European	1kG	40.24448698	-3.64755047					1	0.727463	1e-05	0.259826	1e-05	1e-05	1e-05	0.012671	0.726903	0.012611	1e-05	1e-05	1e-05	1e-05	1e-05	0.260436	1e-05	1e-05	1e-05	0.016359000000000002	0.9836010000000001	1e-05	
HG01501	IBS	Spanish	EUR	European	1kG	40.24448698	-3.64755047					1	0.7398640000000001	1e-05	0.2445	1e-05	1e-05	1e-05	0.015596	0.739218	0.015503	1e-05	1e-05	1.3000000000000001e-05	1e-05	1e-05	0.24522600000000003	1e-05	1e-05	1.3000000000000001e-05	0.019278999999999998	0.980678	1e-05	
HG01503	IBS	Spanish	EUR	European	1kG	40.24448698	-3.64755047		LP6005442-DNA_A11	Spain	Castilla la Mancha	1	0.7902560000000001	1e-05	0.207416	1e-05	1e-05	1e-05	0.002288	0.789575	0.0021809999999999998	1e-05	1e-05	1.4000000000000001e-05	1e-05	1e-05	0.20819000000000001	1e-05	1e-05	1e-05	0.005386	0.994574	1e-05	
HG01504	IBS	Spanish	EUR	European	1kG	40.24448698	-3.64755047		LP6005442-DNA_B11	Spain	Castilla la Mancha	1	0.719616	1e-05	0.277021	1e-05	1e-05	1e-05	0.003322	0.7186739999999999	0.003149	1e-05	1e-05	1e-05	1e-05	1e-05	0.278127	1e-05	1e-05	1e-05	0.008898999999999999	0.9910610000000001	1e-05	
HG01506	IBS	Spanish	EUR	European	1kG	40.24448698	-3.64755047					1	0.759888	1e-05	0.23440300000000003	1e-05	1e-05	1e-05	0.0056689999999999996	0.759165	0.005553	1e-05	1e-05	1e-05	1e-05	1e-05	0.235231	1e-05	1e-05	1e-05	0.009205	0.9907549999999999	1e-05	
HG01507	IBS	Spanish	EUR	European	1kG	40.24448698	-3.64755047					1	0.771197	1e-05	0.225257	1e-05	1e-05	1e-05	0.0035060000000000004	0.76998	0.0032890000000000003	1e-05	1e-05	1e-05	1e-05	1e-05	0.226681	1e-05	1e-05	1e-05	0.007504	0.9924559999999999	1e-05	
